Name,Address,phone,fax,speciality,NpiNumber,lbn,dba,authOfficialName,entity,organizationSubpart,enumeratioDate,lastUpdated,identifiers
SAN JACINTO FAMILY URGENT CARE LBN NAGASAMUDRA S ASHOK MD INC, 229 W 7TH ST SAN JACINTO CA 92583-4662,951-487-2550,951-487-2552,Urgent Care,1477647386,NAGASAMUDRA S ASHOK MD INC,SAN JACINTO FAMILY URGENT CARE,NAGASAMUDRA ASHOK - (PRESIDENT),Organization,No,10/03/2006,06/02/2010 - About 8 years ago,CA License # A41589 CA Medicaid 00A415890
SAN JUAN FAMILY HEALTH URGENT CARE MEDICAL CENTER, 32112 CAMINO CAPISTRANO SAN JUAN CAPISTRANO CA 92675-3717,949-248-9797,949-388-3336,"Urgent Care,Clinic/Center,Family Medicine",1497948194,SAN JUAN FAMILY HEALTH URGENT CARE MEDICAL CENTER,,"SHAHROKH POORMEHR - (D.O., PRESIDENT)",Organization,No,08/25/2007,03/11/2015 - About 3 years ago,CA License # 20A6385 CA Medicaid 00AX63850 CA Other ZZZ57256Z BLUE SHIELD CA Other DC5333 RAILROAD MEDICARE CA Other 20A6385 STATE LICENSE
"SAN LUIS URGENT CARE LBN SAN LUIS WALK IN CLINIC, INC", 1233 NORTH MAIN STREET SUITE 1 SAN LUIS AZ 85349,928-550-5514,928-550-5160,Urgent Care,1144680455,"SAN LUIS WALK IN CLINIC, INC",SAN LUIS URGENT CARE,AMANDA AGUIRRE - (PRESIDENT & CEO),Organization,Yes,02/29/2016,09/12/2016 - More than a year ago,AZ License # OTC7730 AZ Medicaid 149007
SAN MIGUEL URGENT CARE ANAHEIM A PROFESSIONAL CORPORATION, 710 S BROOKHURST ST STE A ANAHEIM CA 92804-4321,714-494-1331,714-494-1332,Urgent Care,1396281713,SAN MIGUEL URGENT CARE ANAHEIM A PROFESSIONAL CORPORATION,,MAHFOUZ MICHAEL - (PRESIDENT),Organization,Yes,01/09/2017,04/18/2017 - About 12 months ago,CA License # A34248 CA Medicaid GR0016856
SAN MIGUEL URGENT CARE POMONA, 1749 N GAREY AVE POMONA CA 91767-2913,(909) 622-9988,909-618-0961,Urgent Care,1003334384,SAN MIGUEL URGENT CARE POMONA,,MAHFOUZ MICHAEL - (PRESIDENT),Organization,No,09/06/2017,09/06/2017 - About 7 months ago,n/a
SAN PEDRO FAMILY AND URGENT CARE LBN MEDICAL PLAZA OF SAN PEDRO INC., 529 W 7TH ST SAN PEDRO CA 90731-3115,310-831-1535,310-872-5346,"Urgent Care,Family Medicine",1922351303,MEDICAL PLAZA OF SAN PEDRO INC.,SAN PEDRO FAMILY AND URGENT CARE,MEHDI TAHSINI - (PRESIDENT),Organization,No,10/22/2012,10/22/2012 - About 5 years ago,CA License # A101847
SAN RAMON URGENT CARE & CLINIC, 9140 ALCOSTA BLVD SUITE D SAN RAMON CA 94583-3858,925-361-5959,925-361-0375,Urgent Care,1487047189,SAN RAMON URGENT CARE & CLINIC,,RAJESH MAHESHWARI - (OWNER),Organization,No,03/05/2015,12/03/2015 - About 2 years ago,n/a
SAN TAN URGENT CARE HEALTH CENTER, 21321 E OCOTILLO ROAD SUITE 118 QUEEN CREEK AZ 85242,480-458-5135,480-458-5241,Urgent Care,1972704757,SAN TAN URGENT CARE HEALTH CENTER,,LISA MACK - (PRACTICE ADMINISTRATOR),Organization,No,05/30/2007,01/09/2008 - About 10 years ago,n/a
SAN TAN URGENT HEALTH CARE CENTER, 2081 W US HIGHWAY 70 THATCHER AZ 85552-5445,480-458-5135,480-458-5241,Urgent Care,1174883623,SAN TAN URGENT HEALTH CARE CENTER,,NATHAN BROOKS - (DOCTOR/OWNER),Organization,Yes,05/17/2012,05/17/2012 - About 6 years ago,AZ License # 34307
SAND CANYON MEDICAL GROUP, 16100 SAND CANYON AVE SUITE 150 IRVINE CA 92618-3716,949-417-0272,,Urgent Care,1962688390,SAND CANYON MEDICAL GROUP,,MATTHEW MULLARKY - (PRESIDENT),Organization,No,01/16/2008,08/13/2008 - About 10 years ago,n/a
SANDIA NATIONAL LABS, 1515 EUBANK BLVD SE BLDG 831832 ALBUQUERQUE NM 87123-3453,505-844-4237,,Urgent Care,1881008571,SANDIA NATIONAL LABS,,DABRA SANCHEZ - (MANAGER),Organization,No,06/20/2014,06/20/2014 - About 4 years ago,n/a
"SANDRA SANDS, D.O., PH.D., INC.", 326 S MELROSE DR UNITS A & B VISTA CA 92081,760-500-2606,,Urgent Care,1043493158,"SANDRA SANDS, D.O., PH.D., INC.",,SANDRA SANDS - (PHYSICIAN),Organization,No,12/11/2007,07/08/2008 - About 10 years ago,CA License # 20A9069
"SANFORD SANDHILLS EMERGENCY PHYSICIANS, P.C.", 1413 GREENWAY COURT SANFORD NC 27330,919-775-3020,919-775-3024,"Emergency Medicine,Urgent Care",1508894239,"SANFORD SANDHILLS EMERGENCY PHYSICIANS, P.C.",,RONALD POWELL - (PRESIDENT),Organization,No,06/29/2006,04/02/2008 - About 10 years ago,NC Medicaid 89012EM NC Other 012EM BLUE SHIELD
SANITAS MEDICAL CENTER LBN SANITAS MEDICAL CENTER OF NEW JERSEY PC, 3196 KENNEDY BLVD UNION CITY NJ 07087-2436,305-921-7621,305-921-7355,Urgent Care,1043722986,SANITAS MEDICAL CENTER OF NEW JERSEY PC,SANITAS MEDICAL CENTER,JUAN ESTRADA - (DIRECTOR),Organization,Yes,11/01/2017,03/17/2018 - About a month ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT-GOOD SAMARITAN LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 401 W MORRISON AVE SANTA MARIA CA 93458-6124,805-347-3338,,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1003174582,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT-GOOD SAMARITAN,DANIEL REID - (ASST. DEPUTY DIRECTOR),Organization,Yes,05/02/2012,05/16/2016 - More than a year ago,CA Other 551164 MEDICARE ID-TYPE UNSPECIFIED
SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT-RESCUE MISSION LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 535 E YANONALI ST SANTA BARBARA CA 93103-3254,805-966-1316,,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Medical Specialty,Primary Care,Radiology,Urgent Care",1881953073,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT-RESCUE MISSION,DOUGLAS METZ - (DEPUTY DIRECTOR),Organization,Yes,05/09/2012,10/24/2016 - More than a year ago,CA Other 551161 MEDICARE ID-TYPE UNSPECIFIED
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT, 220 S PALISADE DR #104 SANTA MARIA CA 93454-8902,805-739-8718,,"Clinic/Center,Family Planning, Non-Surgical,Federally Qualified Health Center (FQHC),Multi-Specialty,Primary Care,Radiology,Urgent Care",1841357878,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT,,ELIZABETH SNYDER - (ASSISTANT DEPUTY DIRECTOR),Organization,Not specified,01/02/2007,07/08/2007 - About 11 years ago,CA Other HAP70105F HAP NUMBER
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-CARPINTERIA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 931 WALNUT AVE CARPINTERIA CA 93013-2028,805-560-1050,805-560-1051,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1114084894,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-CARPINTERIA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,01/02/2007,12/02/2011 - About 6 years ago,CA Other FHC16126F MEDI-CAL NUMBER
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-CARPINTERIA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 931 WALNUT AVE CARPINTERIA CA 93013-2028,805-560-1050,805-560-1051,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1558453860,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-CARPINTERIA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/28/2006,04/11/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-FRANKLIN HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 1136 E. MONTECITO STREET SANTA BARBARA CA 93103-2698,805-568-2099,805-568-3279,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1730271289,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-FRANKLIN HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/29/2006,04/11/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-FRANKLIN HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR'S OFFICE, 1136 E MONTECITO ST SANTA BARBARA CA 93103-2635,805-568-2099,805-568-3279,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1134286727,SANTA BARBARA COUNTY COUNTY AUDITOR'S OFFICE,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-FRANKLIN HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,01/02/2007,12/02/2011 - About 6 years ago,CA Other FHC16130F MEDI-CAL NUMBER
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-LOMPOC HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 301 N R ST LOMPOC CA 93436-5226,805-737-6400,805-737-6425,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1326105909,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-LOMPOC HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,01/02/2007,12/02/2011 - About 6 years ago,CA Other FHC16134F MEDI-CAL NUMBER
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT - LOMPOC HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 301 N R ST LOMPOC CA 93436-5226,805-737-6400,805-737-6458,"Clinic/Center,Family Planning, Non-Surgical,Federally Qualified Health Center (FQHC),Multi-Specialty,Primary Care,Radiology,Urgent Care",1710079264,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT - LOMPOC HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/29/2006,04/11/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-NEW CUYAMA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 4711 HIGHWAY 166 NEW CUYAMA CA 93254,661-766-2558,661-766-2376,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1467544775,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-NEW CUYAMA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,09/28/2006,04/11/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA BARBARA HEALTH CARE CENT LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 345 CAMINO DEL REMEDIO SANTA BARBARA CA 93110-1332,805-681-5488,805-681-6458,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1801988357,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA BARBARA HEALTH CARE CENT,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/29/2006,04/11/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA MARIA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 2115 CENTERPOINTE PKWY SANTA MARIA CA 93455-1334,805-346-7230,805-346-8449,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1043302599,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA MARIA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/29/2006,04/14/2011 - About 7 years ago,n/a
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA MARIA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR'S OFFICE, 2115 S CENTERPOINTE PKWY SANTA MARIA CA 93455-1334,805-346-7230,805-346-7272,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1265599732,SANTA BARBARA COUNTY COUNTY AUDITOR'S OFFICE,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SANTA MARIA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,01/03/2007,12/02/2011 - About 6 years ago,CA Other FHC12098F MEDI-CAL NUMBER
SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SMWHCC LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 116 S PALISADE DR SUITE 104 SANTA MARIA CA 93454-8904,805-739-8710,805-739-8711,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1942392402,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT-SMWHCC,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,09/29/2006,10/25/2010 - About 7 years ago,n/a
SANTA BARBARA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 345 CAMINO DEL REMEDIO SANTA BARBARA CA 93110-1332,805-681-5488,805-681-5411,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1609932920,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,12/29/2006,01/27/2014 - About 4 years ago,CA Other BCP70022F BCEDP NUMBER
SANTA BARBARA PUBLIC HEALTH DEPT-SANTA BARBARA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 345 CAMINO DEL REMEDIO SANTA BARBARA CA 93110-1332,805-681-5461,,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1205951738,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA PUBLIC HEALTH DEPT-SANTA BARBARA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,03/21/2007,12/02/2011 - About 6 years ago,CA Medicaid FHC70022F
SANTA BARBARA PUBLIC HEALTH DEPT-SANTA MARIA WOMENS HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 116 S PALISADE DR SUITE 104 SANTA MARIA CA 93454-8904,805-739-8710,,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1467577908,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA PUBLIC HEALTH DEPT-SANTA MARIA WOMENS HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,No,03/21/2007,12/02/2011 - About 6 years ago,CA Medicaid FHC70105F
SANTA FE CLINIC OF EDMOND LBN RYLAN-JAGGER MEDICAL LLC, 523 S SANTA FE AVE EDMOND OK 73003-6226,405-513-7070,405-513-7071,Urgent Care,1316127913,RYLAN-JAGGER MEDICAL LLC,SANTA FE CLINIC OF EDMOND,DATHAN JAY - (PRESIDENT),Organization,No,11/12/2007,05/29/2008 - About 10 years ago,n/a
SANTA FE MEDICAL CENTER LBN VARGAS MD PC, 2828 E LAKE MEAD BLVD NORTH LAS VEGAS NV 89030-6550,702-480-0377,702-224-2104,Urgent Care,1265818579,VARGAS MD PC,SANTA FE MEDICAL CENTER,MIGUEL VARGAS LAGUNAS - (MEDICAL DIRECTOR),Organization,Yes,08/10/2015,08/14/2015 - About 3 years ago,NV License # 12464
SANTA FE PRINGS URGENT CARE LBN RALPH E CONNER D.O. INC, 11460 TELEGRAPH RD SANTA FE SPRINGS CA 90670-3142,562-864-1000,562-864-2125,Urgent Care,1346392875,RALPH E CONNER D.O. INC,SANTA FE PRINGS URGENT CARE,MADONNA MANGUNNE - (PHYSICIAN ASSISTANT),Organization,No,01/17/2007,12/06/2007 - About 10 years ago,CA License # 20A6547
SANTA FE SPRINGS URGENT CARE, 11460 TELEGRAPH RD SANTA FE SPRINGS CA 90670-3142,562-864-1000,562-864-2125,Urgent Care,1851564215,SANTA FE SPRINGS URGENT CARE,,CAROL DAVIS - (R.N.P.),Organization,No,04/08/2008,04/08/2008 - About 10 years ago,CA License # 481425
SANTA FE SPRINGS URGENT CARE LBN RALPH E CONNER INC, 11460 TELEGRAPH RD SANTA FE SPRINGS CA 90670-3142,562-864-1000,562-864-2125,Urgent Care,1982757498,RALPH E CONNER INC,SANTA FE SPRINGS URGENT CARE,RALPH CONNER - (PRESIDENT),Organization,Not specified,01/19/2007,07/09/2007 - About 11 years ago,CA License # 20A6547
SANTA MARIA HEALTH CARE CENTER LBN SANTA BARBARA COUNTY COUNTY AUDITOR, 2115 S CENTERPOINTE PKWY SANTA MARIA CA 93455-1334,805-346-7230,805-346-7272,"Federally Qualified Health Center (FQHC),Clinic/Center,Family Planning, Non-Surgical,Multi-Specialty,Primary Care,Radiology,Urgent Care",1821154279,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA MARIA HEALTH CARE CENTER,ELIZABETH SNYDER - (DEPUTY DIRECTOR),Organization,Yes,12/29/2006,01/27/2014 - About 4 years ago,CA Other BCP12098F BCEDP NUMBER
"SANTA MONICA URGENT CARE, INC", 524 COLORADO AVE SANTA MONICA CA 90401-2408,310-394-2273,,Urgent Care,1437409653,"SANTA MONICA URGENT CARE, INC",,MORRIS KOKHAB - (MANAGER),Organization,No,09/14/2012,08/13/2015 - About 3 years ago,n/a
SANTA PAULA URGENT CARE LBN COMMUNITY MEMORIAL HEALTH SYSTEM, 242 E HARVARD BLVD SUITE C SANTA PAULA CA 93060-3372,805-525-9595,805-525-6667,"Rural Health,Urgent Care",1467663492,COMMUNITY MEMORIAL HEALTH SYSTEM,SANTA PAULA URGENT CARE,GARY WILDE - (CEO),Organization,Yes,05/24/2007,04/20/2008 - About 10 years ago,CA Medicaid RHM08609F CA Other ========= OTHER INSURANCE
SANTA ROSA URGENT CARE LBN SANTA ROSA HMA URGENT CARE LLC, 4944 HIGHWAY 90 MILTON FL 32571-1413,850-994-4301,,Urgent Care,1396995031,SANTA ROSA HMA URGENT CARE LLC,SANTA ROSA URGENT CARE,MICHAEL GINGRAS - (VICE PRESIDENT),Organization,Yes,09/30/2008,11/26/2012 - About 5 years ago,n/a
"SANTAN HEALTH SERVICES, LLC", 2181 E PECOS RD SUITE 1 CHANDLER AZ 85225-6140,480-398-3638,480-398-3643,"Urgent Care,Family Medicine",1013241165,"SANTAN HEALTH SERVICES, LLC",,MATTHEW KHUMALO - (PRESIDENT/OWNER),Organization,No,09/22/2009,02/04/2013 - About 5 years ago,n/a
SANTEE COOPER URGENT CARE INC, 1013 PROFESSIONAL COURT MANNING SC 29102-0246,803-433-7425,,Urgent Care,1538481577,SANTEE COOPER URGENT CARE INC,,GERALD JOHNSON - (PRESIDENT),Organization,No,02/18/2010,02/18/2010 - About 8 years ago,n/a
SARAN MEDICAL INTERNATIONAL LIMITED ENTERPRISES, 7010 SMOKE RANCH RD SUITE 120 LAS VEGAS NV 89128-3123,702-260-6200,702-260-6205,Urgent Care,1619100328,SARAN MEDICAL INTERNATIONAL LIMITED ENTERPRISES,,PRAVEEN SARAN - (PRESIDENT),Organization,No,08/27/2009,08/27/2009 - About 9 years ago,NV License # 9683
"SARASOTA URGENT CARE LBN LAKEWOOD RANCH URGENT CARE, PA", 6272 LAKE OSPREY DR SARASOTA FL 34240-8425,941-907-2800,941-907-9434,Urgent Care,1699072371,"LAKEWOOD RANCH URGENT CARE, PA",SARASOTA URGENT CARE,ERIC FOLKENS - (OWNER/PRESIDENT),Organization,No,02/16/2011,09/12/2017 - About 7 months ago,FL License # ME91466
SARATOGA HOSPITAL, 211 CHURCH ST SARATOGA SPRINGS NY 12866-1046,518-587-3222,,Urgent Care,1942358825,SARATOGA HOSPITAL,,GARY FOSTER - (CHIEF FINANCIAL OFFICER),Organization,No,01/08/2007,01/27/2009 - About 9 years ago,n/a
SARATOGA MEDICAL CLINIC P.C., 7839A ROLLING RD SPRINGFIELD VA 22153-2821,703-569-6998,,Urgent Care,1467629303,SARATOGA MEDICAL CLINIC P.C.,,DILBAGH SIDHU - (PHYSICIAN),Organization,No,05/09/2008,02/14/2012 - About 6 years ago,VA License # 0101033011
SARATOGA MEDICAL CLINIC LBN SARATOGA MEDICAL CLINIC INC, 1060 SARATOGA AVE SAN JOSE CA 95129-3402,408-243-6911,408-243-6941,Urgent Care,1568473478,SARATOGA MEDICAL CLINIC INC,SARATOGA MEDICAL CLINIC,ROBERT VENABLE - (MEDICAL DIRECTOR),Organization,No,08/10/2006,04/04/2012 - About 6 years ago,CA License # C42512 CA Other PTAN DF676A MEDICARE GROUP PTAN CA Other C42512 PHYSICIAN AND SURGEON CERTIFICATE
SARATOGA URGENT CARE PC, 15000 GRATIOT AVE SUITE 100 DETROIT MI 48205-1973,313-527-4000,313-527-4004,Urgent Care,1043492689,SARATOGA URGENT CARE PC,,MOHAMMED ARSIWALA - (OWNER PRESIDENT),Organization,No,12/05/2007,12/05/2007 - About 10 years ago,MI License # 4301065784
SARATOGA URGENT CARE PC, 15000 GRATIOT AVE SUITE 100 DETROIT MI 48205-1973,313-527-4000,313-527-4004,"Internal Medicine,Family Medicine,Urgent Care",1619937919,SARATOGA URGENT CARE PC,,MOHAMMAD ARSIWALA - (OWNER PRESIDENT),Organization,No,03/23/2006,05/27/2009 - About 9 years ago,MI License # 4301065784 MI License # 4301075100 MI Medicaid 4858817 MI Medicaid 4899542 MI Other 110H227950 BCBS MI Other 700H228470 BCN MI Other DO4831 MEDICARE RAILROAD
SAREPTA MEDICAL CLINIC, 7411 HEATHROW WAY STE A INDIANAPOLIS IN 46241-9527,(317) 852-3505,317-893-3053,Urgent Care,1003282161,SAREPTA MEDICAL CLINIC,,TONY LIMBIL - (CEO),Organization,No,08/12/2015,03/17/2018 - About a month ago,n/a
"SARPY COUNTY URGENT CARE, INC.", 1219 APPLEWOOD DR SUITE 105 PAPILLION NE 68046-5707,402-502-0602,402-502-2146,Urgent Care,1558657544,"SARPY COUNTY URGENT CARE, INC.",,SHIKHAR SAXENA - (PRESIDENT),Organization,No,06/28/2011,06/28/2011 - About 7 years ago,n/a
SASE PERSAUD MD PC, 314 N MAIN ST CLAWSON MI 48017-1525,124-857-7060,128-577-0601,"Family Medicine,Urgent Care",1043428626,SASE PERSAUD MD PC,,SASE PERSAUD - (OWNER),Organization,Not specified,05/18/2007,07/08/2007 - About 11 years ago,n/a
SATELLITE MED, 1120 SAMS ST COOKEVILLE TN 38506-4006,931-528-7312,,Urgent Care,1861515397,SATELLITE MED,,KARA HUFSTEDLER - (ADMINISTRATOR),Organization,No,04/09/2007,05/14/2008 - About 10 years ago,n/a
SAUCON VALLEY MEDICAL CENTER LBN SAUCON CREEK PATIENT CARE LLC, 4801 SAUCON CREEK RD SUITE 110 CENTER VALLEY PA 18034-9065,610-625-9090,610-625-9020,Urgent Care,1467774596,SAUCON CREEK PATIENT CARE LLC,SAUCON VALLEY MEDICAL CENTER,MARY ELLEN WILLIAMS - (MEDICAL DIRECTOR),Organization,No,02/16/2010,02/04/2014 - About 4 years ago,PA License # OS008484-L
SAVANNAH ORTHOPEDIC ASSOCIATES LLC, 11102 ABERCORN ST SAVANNAH GA 31419-1822,912-484-3926,912-235-2550,Urgent Care,1164881231,SAVANNAH ORTHOPEDIC ASSOCIATES LLC,,BELINDA CABALLERO - (CREDENTIALING MANAGER),Organization,No,02/18/2016,02/18/2016 - About 2 years ago,n/a
SAWGRASS URGENT CARE & OCCUPATIONAL MEDICINE LLC, 12651 W SUNRISE BLVD SUITE 101 SUNRISE FL 33323-0906,954-845-0188,954-845-0186,Urgent Care,1699190702,SAWGRASS URGENT CARE & OCCUPATIONAL MEDICINE LLC,,JUNIA KAIRYS - (OWNER),Organization,No,02/26/2014,07/31/2014 - About 4 years ago,FL License # PA9103602
SC PHYSICIAN GROUP, 946 N BRAND BLVD GLENDALE CA 91202-2905,818-662-7000,818-662-7131,"Family Medicine,Urgent Care",1316198997,SC PHYSICIAN GROUP,,MANUEL MOMJIAN - (PRESIDENT),Organization,No,10/01/2008,04/17/2014 - About 4 years ago,CA License # A98448
SC PHYSICIANS IMMEDIATE CARE LBN ENNEAD ENTERPRISES CORP, 23501 CINEMA DR. SUIRE #100 VALENCIA CA 91355,661-255-2880,661-255-2190,Urgent Care,1174670210,ENNEAD ENTERPRISES CORP,SC PHYSICIANS IMMEDIATE CARE,LILLY MARSHALL - (DIRECTOR),Organization,Not specified,01/04/2007,07/08/2007 - About 11 years ago,CA License # G52007
S.C. PHYSICIANS IMMEDIATE CARE LBN ENNEAD ENTERPRISES CORP., 23501 CINEMA DR. SUITE 100 VALENCIA CA 91355,661-255-2880,661-255-2190,Urgent Care,1922041870,ENNEAD ENTERPRISES CORP.,S.C. PHYSICIANS IMMEDIATE CARE,"KEVIN TRABER - (PRESIDENT, MEDICAL AFFAIRS)",Organization,No,06/14/2006,04/07/2009 - About 9 years ago,n/a
SCARBOROUGH HEALTH CARE LBN HEALTH CARE TODAY ASSOCIATES PA, 69 US ROUTE 1 6 SCIENCE PARK ROAD SCARBOROUGH ME 04074-9374,207-883-8100,207-883-8756,"Primary Care,Urgent Care",1598934895,HEALTH CARE TODAY ASSOCIATES PA,SCARBOROUGH HEALTH CARE,DAVID MERRILL - (OWNER PHYSICIAN),Organization,No,02/21/2008,03/08/2011 - About 7 years ago,ME Medicaid 119510000
SCCMHD - URGENT CARE CENTRAL LBN COUNTY OF SANTA CLARA, 871 ENBORG CT SUITE 100 SAN JOSE CA 95128-2645,408-885-7855,,Urgent Care,1083875074,COUNTY OF SANTA CLARA,SCCMHD - URGENT CARE CENTRAL,TONI TULLYS - (BEHAVIORAL HEALTH DIRECTOR),Organization,Yes,06/23/2008,02/17/2015 - About 3 years ago,n/a
